mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;basis-jaarlijks;beginjaar;bestrijdingsmiddelen;bodemtype (detail);bodemtype (grof);ecokleurenkoers;fysisch-chemisch;gemeente;krw-biologie;landgebruik 2015;meetpuntsoort;naam water;plaatsnaam;publicatie op internet 1;quickscan-vegetatie;type watergang;vistrajecten;vlakdekkende vegetatieopnamen;waterbreedte in m (in het veld geschat);waterbreedte in m (legger);waterdiepte in m (legger);waterlichaamcode;waterlichaamnaam;watertype waterlichaam;zwemwater;long;lat
01012;WATERGANG BACHSTRAAT va brug bij 189 s-Gravenland;98503;437401;SCHIEL;Schieland;1;;-;;;2003;;Kleidek op veen;VEEN;Geel;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;1;;Hoofdwatergang;;;;10;0,9;;;;;4,56590719368826;51,9222176906556
01013;Watergang Kr. Kerklaan, toevoer gemaal Fascinatio;0;0;SCHIEL;Schieland;1;;-;;;;;;;;1;;;;Regulier;;;;;Overige watergang;;;;13;0,8;;;;;;
01014;GEMAAL FASCINATIO uitstroomhoofd Fascinatioblv W;96626;437055;SCHIEL;Schieland;1;;-;;;2005;;Bebouwing;STEDELIJK;Groen;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;1;;Hoofdwatergang;;;;13;1;;;;;4,5386828181764;51,9189142407132
01015;Watergang de Fallastraat, toevoer Helofytenfilter,;99057;436769;SCHIEL;Schieland;1;;-;;;2004;;Klei op veen;KLEI;Geel;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;;;Hoofdwatergang;;;;9;0,9;;;;;4,57406267347856;51,9165935679705
01016;WATERGANG BELTMOLEN ZW bij 16 va bruggetje;98432;439006;SCHIEL;Schieland;1;;-;;;2005;;Veraarde bovengrond op diep veen;VEEN;;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;1;;Hoofdwatergang;;;;8;0,6;;;;;4,56461111700494;51,9366353926523
01017;SINGEL Alkenlaan Capelle va brug bij Reigerln;100568;438350;SCHIEL;Schieland;1;;-;;;2006;;Bebouwing;STEDELIJK;Geel;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;;;Hoofdwatergang;;;;10;0,9;;;;;4,59577304988235;51,9309527583337
01018;Watergang Algeraweg, afvoer Helofytenfilter;99160;436710;SCHIEL;Schieland;1;;-;;;;;Bebouwing;STEDELIJK;Blauw;1;Capelle aan den Ijssel;;;Regulier;;Capelle aan den IJssel;;;Overige watergang;;;;9;0,9;;;;;4,57556922572531;51,916073650856
01019;Oostgaarde west vanaf brug;100581;438991;SCHIEL;Schieland;1;;-;;;2011;;Bebouwing;STEDELIJK;Groen;1;Capelle aan den Ijssel;;Stedelijk;Regulier;;Capelle aan den IJssel;;;Hoofdwatergang;;;;15;0,9;;;;;4,59586057718623;51,9367150422211
01101;Parklaan Rotterdam, vanaf brug bij nr.15 (RWS);92269;435919;SCHIEL;Schieland;3;;-;;;1977;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;10;0,8;;;;;4,47556429295892;51,9082304171502
01102;Singel Melkkoppad, west van museumtuin Boymans;92073;436486;SCHIEL;Schieland;3;;-;;;1977;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;10;0,8;;;;;4,47261259796624;51,9133041068138
01103;WESTERSINGEL thv Kortenaerstraat va voetbrug;92306;436493;SCHIEL;Schieland;1;;-;;1;1977;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;10;0,8;;;;;4,47599736830329;51,9133933193344
01104;Essenburgsingel oost van Diergaardetunnel bij spoo;90934;437531;SCHIEL;Schieland;3;;-;;;1977;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,8;;;;;4,45586567943828;51,9225658494182
01105;Gemaal Stadhoudersweg west van spoorviaduct voor k;90406;438191;SCHIEL;Schieland;1;;-;;;1977;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;4;0,6;;;;;4,44806707958036;51,9284363844752
01106;GEMAAL STATENSINGEL bij Statenweg va brug;91167;438245;SCHIEL;Schieland;1;;M03;;;1977;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;1;Hoofdwatergang;;;10;10;0,8;;;;;4,4591198797342;51,9290095574024
01107;GEMAAL RINGDIJK hoek Wilgenlei vo krooshek;92370;440950;SCHIEL;Schieland;1;sleutel;-;;1;1977;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;10;0,9;;;;;4,47611542432907;51,9534569785989
01108;SINGEL ARGONAUTENWEG to Fortunastr thv gemaal;93231;441682;SCHIEL;Schieland;1;;-;;;1977;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;8;0,9;;;;;4,48850734259726;51,9601320442324
01109;SINGEL Burg F H v Kempensgl v brug Borchsateln;94168;441487;SCHIEL;Schieland;1;;-;;;1977;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,9;;;;;4,50217301986728;51,9584828806185
01110;GEMAAL GROENE WETERING vo krooshek LvWoudestein;95571;437210;SCHIEL;Schieland;1;;M01A;;;1977;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;1;Hoofdwatergang;;;7;7;0,8;;;;;4,5233222949755;51,9201955967367
01111;Singel Kerkhoflaan bij begraafplaats Crooswijk 50m;93520;439239;SCHIEL;Schieland;3;;-;;;1977;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;;;;;4,49314886712881;51,938208056938
01112;SINGEL NOORDSINGEL v brug thv Zomerhofstraat;92610;438330;SCHIEL;Schieland;1;;M03;;;1977;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;15;14;0,8;;;;;4,48008202779149;51,929937221971
01113;SINGEL Boezemsgl bij drijfvuilhuisje Boezemstr;93746;438295;SCHIEL;Schieland;1;;-;;;2001;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;12;0,8;;;;;4,49660323464795;51,9297489393026
01114;Singel Klalingse Bos, bij kruising Bosdreef en Bos;95643;440018;SCHIEL;Schieland;3;;M14;;;1991;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Recreatie;Regulier;;Rotterdam;;;Overige watergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;;4,52388396419385;51,9454399225713
01115;SINGEL PARK EUROMAST eind Parklaan brug Parkzicht;91942;435709;SCHIEL;Schieland;1;;M03;;;1991;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;1;Overige watergang;;;14;10;0,8;;;;;4,47085121363426;51,906306121373
01116;SINGEL HEEMRAADSSINGEL va brug thv nr 70;90897;437192;SCHIEL;Schieland;1;;-;;1;1989;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;13;0,8;;;;;4,45539104768739;51,9195148975181
01117;Singel Wilgenlei, t.h.v. nr.83;92140;441173;SCHIEL;Schieland;1;;-;;;1994;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;8;0,9;;;;;4,47272916708795;51,9554351761976
01118;DUIKERTOCHT ZW-zijde LBBOS va brug Sweelincklaan;94067;442711;SCHIEL;Schieland;1;;-;;;1989;;Veraarde bovengrond op diep veen;VEEN;Blauw;1;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;1;;Hoofdwatergang;;;;9;0,9;;;;;4,50048646642017;51,9694722977665
01119;GEMAAL VROESENPARK via Blijdorpln vo krooshek;90693;438635;SCHIEL;Schieland;1;;-;;;1989;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;12;0,8;;;;;4,45215621030224;51,9324599880331
01120;ZWARTE PLASJE Oude Raadhuisln Hberg va steiger;93464;441557;SCHIEL;Schieland;1;sleutel;-;;;1991;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;5;0,9;;;;1;4,49191933830723;51,959034481582
01121;OVERSCHIESE PLASJES 2e plas Parallelstraat Oost;88595;440248;SCHIEL;Schieland;1;;M27;;;1996;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;1;Overige watergang;;;300;7;0,7;;;;;4,42134293789871;51,9467097684423
01122;GEMAAL ACHTERDIJK via brug Molensgl vo krooshek;89470;439598;SCHIEL;Schieland;1;sleutel;-;;1;1997;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;11;0,8;;;;;4,43419208137742;51,9409719166346
01123;GEMAAL TALUDWEG Adrichemweg vo krooshek;89147;438207;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;5;0,7;;;;;4,42976176483832;51,9284325387878
01124;ZWEMBAD KRALINGER ESCH va steiger natuurbad;95685;436458;SCHIEL;Schieland;1;afspraak met beheerder;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;5;0,8;;;;1;4,52510890206061;51,9134492167715
01125;Meidoornsingel, hoek Peppelweg;92200;441430;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;9;0,9;;;;;4,47355492231699;51,9577516897555
01126;WATERGANG Erasmussingel thv Amerbachstraat Rdam;91398;440224;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;8;0,9;;;;;4,46211178985377;51,9468218446402
01127;Singel Kastanjeplein noordzijde bij Kastanjesingel;91708;441486;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;23,8;0,9;;;;;4,46638760028929;51,9581991592716
01128;Singel Abeelweg, hoek Populierenlaan;92438;442020;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;9;0,9;;;;;4,47690953098918;51,9630810294192
01129;Singel Teldersweg, hoek Krabbestraat;91668;440753;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;10;0,9;;;;;4,4659409157321;51,9516069374797
01130;WATERGANG HAZELAARWEG thv hockeycomplex fietspad;92715;442541;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,9;;;;;4,48084491679023;51,9677945229231
01131;Watergang Overschiese Kleiweg, thv gemaal bij volk;90340;439414;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,7;;;;;4,44687757874446;51,9394201238743
01132;Ringsloot Zestienhoven, langs Doenkade voor gemaal;91084;441748;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;;;;;4,45726158060037;51,9604823963902
01133;GEMAAL KRALINGER ESCH Kralingse Zoom 1 vo krooshek;95732;436212;SCHIEL;Schieland;1;sleutel;-;;;2002;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;5;0,8;;;;;4,52583430040892;51,9112433158009
01134;Bergsingel, vanaf brug thv Zestienhovenstraat;91991;438767;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;13;0,8;;;;;4,47100306611672;51,9337948905775
01135;WATERGANG s-Gravenweg Kr Kerklaan zuidzijde;96752;437360;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;7;0,8;;;;;4,54046250842394;51,9216686201214
01136;SINGEL SCHIEBROEKS PARK va Berberisweg va brug;92370;442296;SCHIEL;Schieland;1;;M03;;;2003;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;13;9;0,9;;;;;4,475869868812;51,9655538559711
01137;Singel Gerdesiaweg (Jodenvijver), bij Eikenpage, K;94334;437736;SCHIEL;Schieland;3;;-;;;2004;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;;;;;4,50525007761834;51,9247894441044
01138;Watergang Kr.Kerklaan, toevoer gemaal i.o nabij me;96465;437223;SCHIEL;Schieland;1;;-;;;2004;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;;;;;4,53631419497276;51,9204072157748
01139;INSTROOM GEMAAL RINGDIJK vo krooshek;92374;440953;SCHIEL;Schieland;1;zie 01107;-;;;2005;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;10;0,9;;;;;4,47617305876426;51,9534843911926
01140;WATERGANG RINGDIJK va brug Adrianastichting;92408;440791;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;2005;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47669712819895;51,9520322804745
01141;WATERGANG RINGDIJK va brug Buitenzorg;92351;440604;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;2005;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47590217857071;51,9503452354851
01142;UITSTROOM GEMAAL RINGDIJK eind uitstroomkoker;92431;440920;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;2005;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47700815876723;51,9531942304862
01143;Bergse Plassen op de Stromplas, zijde Buitenzorg;92408;440518;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;;4,47674688009796;51,9495787499318
01144;SINGEL KOORNWAARDSTR Overschie bushalte Abtsweg;89867;438869;SCHIEL;Schieland;1;;-;;;2006;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;7;0,7;;;;;4,44010309941016;51,9344668742992
01145;SINGEL PR MAURITSSGL to nr 19 bij v Staverenstr;88718;439250;SCHIEL;Schieland;1;;-;;;2006;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;4;0,7;;;;;4,42332424491445;51,9377552316425
01146;WATERGANG Kastanjesingel va duiker Larikslaan;92045;441844;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,9;;;;;4,47122425481623;51,9614548815263
01147;TUSSENBOEZEM Overschiese Kleiweg thv 490 va brug;91174;439918;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;7;0,7;;;;;4,45891096782778;51,9440460687045
01148;WATERGANG via Linatebaan Z v gemaal Noorderlaan;89338;440266;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;6,3;0,8;;;;;4,43214497988383;51,9469597978442
01149;VIJVER Abr v Rijckevorselweg via fietsp va Toepad;96259;436418;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;5;0,8;;;;;4,53345744935124;51,9131506100984
01150;SINGEL Boezembocht langs begraafplaats vo gemaal;93517;439528;SCHIEL;Schieland;1;Boezembocht;-;;;2008;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;;;;;4,49305354115598;51,9408050659877
01151;WATERGANG s Gravenweg N-zijde thv Burg Oudlaan;95770;437514;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;4,5;0,8;;;;;4,52616236825908;51,922948996259
01152;SINGEL Essenburgsingel West thv nr 132 a;90163;437370;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,8;;;;;4,44468932545543;51,9210295715779
01153;HFDWATERGANG Achterdijk bij Noorderln va brug;88914;440102;SCHIEL;Schieland;1;;-;;;2010;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;7;0,7;;;;;4,42601024920636;51,9454356535553
01154;Inlaatpunt defosfatering KP Rotte;93749;439354;SCHIEL;Schieland;1;;M03;;1;2012;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Boezem;Regulier;Toevoerkanaal;Rotterdam;1;;Boezem;;;;25;2,65;NL39_01a;Rotteboezem;M3;;4,49645814758964;51,9392668747894
01154A;Pompput Kleinpolderplein;89742;438512;SCHIEL;Schieland;3;;-;;;;;Bebouwing;STEDELIJK;Blauw;;Rotterdam;;;Overig;;Rotterdam;;;Overige watergang;;;;7;0,7;;;;;4,43835348019082;51,931243776728
01155;Achter ijzerdosering defosfatering KP;93776;439373;SCHIEL;Schieland;1;;-;;;2012;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;;;;;4,49684736573018;51,9394406080301
01156;Halverwege defosfatering en wolvenvallei;94024;439552;SCHIEL;Schieland;1;;M14;;;2012;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;;4,5004217522435;51,9410765965162
01157;Waterberging Overschie;89417;438411;SCHIEL;Schieland;1;;-;;;2012;;Bebouwing;STEDELIJK;;1;Rotterdam;;;Regulier;;Rotterdam;;;Hoofdwatergang;;;;5;0,7;;;;;4,43364788041321;51,9302978361814
01158;Inlaat defosfatering naar wolvenvallei;94276;439742;SCHIEL;Schieland;1;;M14;;;2013;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;;4,50405262343978;51,9428117743699
01159;Lisvijver, vanaf Lisplein, Rotterdam Noord;92237;439352;SCHIEL;Schieland;1;tbv onderzoek Lisvijver;-;;;2013;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;Noorderkanaal;Rotterdam;1;;Overige watergang;;;;26;1;;;;;4,47447283853134;51,9390802823867
01160;Crooswijkse singel va brug Crooswijkseweg;93376;438309;SCHIEL;Schieland;1;;-;;;2014;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;12;0,8;;;;;4,49122175537179;51,9298338890634
01161;Begin Wolvenvallei Kralingse Bos voor de waterval;94384;439583;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;;4,50565121153315;51,941394569796
01162;Vistrap Kralingse Plas vanaf brug Naaldbomenpad;94924;439732;SCHIEL;Schieland;1;;-;;;2016;;Bebouwing;STEDELIJK;;1;Rotterdam;;;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;;;;;4,51347762086478;51,942792299758
01163;Ramlehsloot Z van Kralingse Plaslaan;94395;438608;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;;4,50598309099473;51,9326330864786
01164;Park Rozenburg Z van Kralingse Plaslaan;94957;438237;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;NL39_08a;Kralingse Plas;M14;;4,51421866506814;51,9293597259593
01165;Watergang naast plas O van Plaszoom;95361;438078;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;NL39_08a;Kralingse Plas;M14;;4,52011948105374;51,9279741962617
01201;GEMAAL DE KOOI Rottekade 1 Bhoek voor krooshek;97221;444811;SCHIEL;Schieland;1;;M03;;1;1978;1;Veen op ongerijpte klei;VEEN;Blauw;1;Lansingerland;;Afvoer/gemaal;Regulier;;Bergschenhoek;1;;Overige watergang;;;;14;1,2;NL39_13a;Polder Bleiswijk;M3;;4,54602583425986;51,9886828072608
01202;Duikertocht Sschiebroekseweg, voor duiker westzijd;98109;449190;SCHIEL;Schieland;3;;M03;;;1975;;Water;OVERIG;Groen;;Lansingerland;;Boezem;Regulier;Rotte;Bleiswijk;;;Overige watergang;;;;130;1;NL39_01a;Rotteboezem;M3;;4,55822501458542;52,0281302191221
01203;KROMME TOCHT HOEKSEKADE v brug W v Hoeksekade;95680;443313;SCHIEL;Schieland;1;;M03;;;1975;;Veraarde bovengrond op diep veen;VEEN;Geel;1;Lansingerland;;Gras;Regulier;;Bergschenhoek;1;;Hoofdwatergang;;;;9;0,9;NL39_13a;Polder Bleiswijk;M3;;4,52385268613801;51,9750572651898
01204;TWEEDE TOCHT bij Lange Vaart Bleiswijk vo duiker;97212;447897;SCHIEL;Schieland;1;;-;;;1975;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;;5;0,7;;;;;4,54537421252604;52,0164168589929
01205;DERDE TOCHT KOOILAAN 500m Z v Merenweg va brug;96908;445557;SCHIEL;Schieland;1;;M03;;;1975;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;;11;1,8;NL39_13a;Polder Bleiswijk;M3;;4,54134304488825;51,9953547211254
01206;Duikertocht Merenweg afvoer AWZI van brug bij Kooi;97006;446061;SCHIEL;Schieland;3;;M03;;;1975;;Lichte klei met homogeen profiel;KLEI;Blauw;;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;6;1,2;NL39_13a;Polder Bleiswijk;M3;;4,54268453835334;51,9998945971852
01207;Afvoertocht Leeuwenakkerweg afvoer AWZI vanaf brug;94420;444213;SCHIEL;Schieland;3;coordinaten zelfde als 01208 X95672 Y443278, lijken niet juist en niet conform omschrijving;-;;;1975;;Lichte klei met homogeen profiel;KLEI;Geel;;Lansingerland;;;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;5;1;;;;;4,50535757880191;51,9830098528948
01208;Ringsloot Hoge Bergse Bos halverwege Kromme Tochtw;95672;443278;SCHIEL;Schieland;3;;-;;;1977;;Veraarde bovengrond op diep veen;VEEN;Blauw;;Lansingerland;;Gras;Regulier;;Bergschenhoek;;;Overige watergang;;;;9;0,9;;;;;4,52374231911088;51,9747418533891
01209;Ringsloot Hoge Bergse Bos oostringsloot bij Hoekse;96003;443376;SCHIEL;Schieland;3;;-;;;1981;;Veen op ongerijpte klei;VEEN;Blauw;;Lansingerland;;Recreatie;Regulier;;Bergschenhoek;;;Overige watergang;;;;9;0,9;;;;;4,52854232453345;51,9756578705848
01210;Tweede tocht polder Bleiswijk, Overbuurtsepolder;95530;448563;SCHIEL;Schieland;3;;-;;;1983;;Lichte klei met homogeen profiel;KLEI;;;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;3;0,5;;;;;4,52075853140827;52,0222246411736
01211;Afvoersloot Boterdorpseweg na ter. Boterdorpseweg;93086;444840;SCHIEL;Schieland;3;;-;;;1985;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;;Regulier;;Bergschenhoek;;;Overige watergang;;;;5;0,7;;;;;4,48582797252772;51,988497738339
01212;KANAALDUIKERTOCHT Anthuriumweg 100m O v 1e Tocht;95486;446513;SCHIEL;Schieland;1;;M03;;;1987;1;Zavel met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;1;Hoofdwatergang;;;12;7;1,5;NL39_13a;Polder Bleiswijk;M3;;4,5204739039039;52,0037959642426
01213;WATERGANG Groendalseweg thv 35 / 37 Bleiswijk;95484;448599;SCHIEL;Schieland;1;;M01A;;;1987;1;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;1;Hoofdwatergang;;;4;3;0,5;;;;;4,52008214936484;52,0225432496442
01214;DERDE TOCHT GROENDALSEWEG van duiker zuidzijde;95155;448672;SCHIEL;Schieland;1;;-;;;1989;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;;5;0,7;;;;;4,51527653217326;52,0231639221543
