mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;Basis-jaarlijks;Beginjaar;Bestrijdingsmiddelen;Bodemtype (detail);Bodemtype (grof);Ecokleurenkoers;Fysisch-chemisch;Gemeente;KRW-biologie;Landgebruik 2015;Meetpuntsoort;Naam water;Plaatsnaam;Publicatie op internet 1;Quickscan-vegetatie;Type watergang;Vistrajecten;Vlakdekkende vegetatieopnamen;Waterbreedte in m (in het veld geschat);Waterbreedte in m (legger);Waterdiepte in m (legger);Waterlichaamcode;Waterlichaamnaam;Watertype waterlichaam;Zwemwater
KP-10-SK2;Kralingse Plas 2010 traject 2 - stortkuil;95462;439158;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-10-SK3;Kralingse Plas 2010 traject 3 - stortkuil;94853;438617;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-10-SK4;Kralingse Plas 2010 traject 4 - stortkuil;94612;438695;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-10-SK9;Kralingse Plas 2010 traject 9 - stortkuil;94495;433707;SCHIEL;Schieland;3;;M14;;;;;;;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;5;0,8;;;;
KP-10-ZE14;Kralingse Plas 2010 traject 14 - zegen;0;0;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;1;;;;;;;;
KP-10-ZE15;Kralingse Plas 2010 traject 15 - zegen;0;0;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;1;;;;;;;;
KP-11-EL10;Kralingse Plas 2011 traject 10 - elektro;94487;439028;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-11-EL11;Kralingse Plas 2011 traject 11 - elektro;95185;439464;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-11-EL12;Kralingse Plas 2011 traject 12 - elektro;94978;439696;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;;;;
KP-11-EL13;Kralingse Plas 2011 traject 13 - elektro;94395;439626;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;;;;
KP-11-EL14;Kralingse Plas 2011 traject 14 - elektro;94049;439573;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Hoofdwatergang;1;;;9;0,8;;;;
KP-11-EL15;Kralingse Plas 2011 traject 15 - elektro;95236;440085;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Hoofdwatergang;1;;;9;0,8;;;;
KP-11-EL8;Kralingse Plas 2011 traject 8 - elektro;94762;438564;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;;;;
KP-11-EL9;Kralingse Plas 2011 traject 9 - elektro;95468;438634;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-11-SK3;Kralingse Plas 2011 traject 3 - stortkuil;95223;438389;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-11-SK4;Kralingse Plas 2011 traject 4 - stortkuil;94570;438845;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-11-SK5;Kralingse Plas 2011 traject 5 - stortkuil;95400;438861;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-11-SK6;Kralingse Plas 2011 traject 6 - stortkuil;94787;439276;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-11-SK7;Kralingse Plas 2011 traject 7 - stortkuil;94734;439213;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-11-ZE1;Kralingse Plas 2011 traject 1 - zegen;95282;438182;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-11-ZE2;Kralingse Plas 2011 traject 2 - zegen;94942;439607;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-12-EL10;Kralingse Plas 2012 traject 10 - elektro;95000;439575;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;;;;
KP-12-EL7;Kralingse Plas 2012 traject 7 - elektro;94518;439019;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-12-EL8;Kralingse Plas 2012 traject 8 - elektro;95435;438570;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-12-EL9;Kralingse Plas 2012 traject 9 - elektro;94809;438527;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-12-SK1;Kralingse Plas 2012 traject 1 - stortkuil;94571;438758;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-12-SK2;Kralingse Plas 2012 traject 2 - stortkuil;95322;438605;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-12-SK3;Kralingse Plas 2012 traject 3 - stortkuil;94755;439097;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-12-SK4;Kralingse Plas 2012 traject 4 - stortkuil;94812;439330;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-12-ZE5;Kralingse Plas 2012 traject 5 - zegen;95308;438221;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-12-ZE6;Kralingse Plas 2012 traject 6 - zegen;94602;439057;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-13-EL10;Kralingse Plas 2013 traject 10 - elektro;94758;438473;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-13-EL7;Kralingse Plas 2013 traject 7 - elektro;94595;439064;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-13-EL8;Kralingse Plas 2013 traject 8 - elektro;95215;439414;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-13-EL9;Kralingse Plas 2013 traject 9 - elektro;95429;438573;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-13-SK1;Kralingse Plas 2013 traject 1 - stortkuil;94497;438720;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-13-SK2;Kralingse Plas 2013 traject 2 - stortkuil;95301;438587;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-13-SK3;Kralingse Plas 2013 traject 3 - stortkuil;94711;439072;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-13-SK4;Kralingse Plas 2013 traject 4 - stortkuil;95546;439097;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-13-ZE5;Kralingse Plas 2013 traject 5 - zegen;95309;438212;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-13-ZE6;Kralingse Plas 2013 traject 6 - zegen;94566;439110;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-14-EL10;Kralingse Plas 2014 traject 10 - elektro;94765;438477;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-14-EL7;Kralingse Plas 2014 traject 7 - elektro;94595;439064;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-14-EL8;Kralingse Plas 2014 traject 8 - elektro;95157;439488;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-14-EL9;Kralingse Plas 2014 traject 9 - elektro;95437;438567;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-14-SK1;Kralingse Plas 2014 traject 1 - stortkuil;95325;438589;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-14-SK2;Kralingse Plas 2014 traject 2 - stortkuil;94601;438875;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-14-SK3;Kralingse Plas 2014 traject 3 - stortkuil;95389;438814;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-14-SK4;Kralingse Plas 2014 traject 4 - stortkuil;95457;439138;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-14-ZE5;Kralingse Plas 2014 traject 5 - zegen;94568;439118;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-14-ZE6;Kralingse Plas 2014 traject 6 - zegen;95290;438334;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-15-EL10;Kralingse Plas 2015 traject 10 - elektro;95454;438614;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-15-EL7;Kralingse Plas 2015 traject 7 - elektro;95178;439451;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-15-EL8;Kralingse Plas 2015 traject 8 - elektro;94547;439051;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-15-EL9;Kralingse Plas 2015 traject 9 - elektro;94755;438467;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-15-SK1;Kralingse Plas 2015 traject 1 - stortkuil;95263;438485;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-15-SK2;Kralingse Plas 2015 traject 2 - stortkuil;95386;438551;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-15-SK3;Kralingse Plas 2015 traject 3 - stortkuil;95505;438811;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;3;0,6;NL39_08a;Kralingse Plas;M14;
KP-15-SK4;Kralingse Plas 2015 traject 4 - stortkuil;94923;439348;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;9;0,8;NL39_08a;Kralingse Plas;M14;
KP-15-ZE5;Kralingse Plas 2015 traject 5 - zegen;94568;439118;SCHIEL;Schieland;3;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;1;;;25;2,65;NL39_08a;Kralingse Plas;M14;
KP-15-ZE6;Kralingse Plas 2015 traject 6 - zegen;95250;438337;SCHIEL;Schieland;3;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;1;;;7;0,8;NL39_08a;Kralingse Plas;M14;
KP-16-EL10;Kralingse Plas 2016 traject 10 - elektro;94759;438473;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-EL7;Kralingse Plas 2016 traject 7 - elektro;94598;439064;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-EL8;Kralingse Plas 2016 traject 8 - elektro;95228;439412;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-EL9;Kralingse Plas 2016 traject 9 - elektro;95451;438610;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-SK1;Kralingse Plas 2016 traject 1 - stortkuil;94625;438899;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-SK2;Kralingse Plas 2016 traject 2 - stortkuil;94736;439095;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-SK3;Kralingse Plas 2016 traject 3 - stortkuil;94489;438728;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-SK4;Kralingse Plas 2016 traject 4 - stortkuil;94894;439359;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-ZE5;Kralingse Plas 2016 traject 5 - zegen;94567;439111;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KP-16-ZE6;Kralingse Plas 2016 traject 6 - zegen;95278;438336;SCHIEL;Schieland;3;;M14;;;;;;;;;;;;;;;;;;;;;;;;;;
KPOZ 1;Kralingse Plas oeverzone 1;94917;439555;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;9;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 10;Kralingse Plas oeverzone 10;95179;438200;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 11;Kralingse Plas oeverzone 11;95068;438291;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;;;;
KPOZ 12;Kralingse Plas oeverzone 12;95057;438252;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 13;Kralingse Plas oeverzone 13;94959;438327;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 14;Kralingse Plas oeverzone 14;94868;438436;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 15;Kralingse Plas oeverzone 15;94759;438552;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;;1;;25;2,65;NL39_08a;Kralingse Plas;M14;
KPOZ 16;Kralingse Plas oeverzone 16;94677;438598;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;;1;;25;2,65;NL39_08a;Kralingse Plas;M14;
KPOZ 17;Kralingse Plas oeverzone 17;94523;438608;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;;1;;25;2,65;NL39_08a;Kralingse Plas;M14;
KPOZ 18;Kralingse Plas oeverzone 18;94542;438963;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;;1;;25;2,65;;;;
KPOZ 19;Kralingse Plas oeverzone 19;94666;439134;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;;1;;25;2,65;NL39_08a;Kralingse Plas;M14;
KPOZ 2;Kralingse Plas oeverzone 2;95005;439555;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;9;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 20;Kralingse Plas oeverzone 20;94511;439064;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;Toevoerkanaal;Rotterdam;;;Overige watergang;;1;;25;2,65;;;;
KPOZ 3;Kralingse Plas oeverzone 3;95403;439352;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;10;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 4;Kralingse Plas oeverzone 4;95702;439169;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;3;0,6;NL39_08a;Kralingse Plas;M14;
KPOZ 5;Kralingse Plas oeverzone 5;95601;438924;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;3;0,6;NL39_08a;Kralingse Plas;M14;
KPOZ 6;Kralingse Plas oeverzone 6;95531;438785;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;3;0,6;NL39_08a;Kralingse Plas;M14;
KPOZ 7;Kralingse Plas oeverzone 7;95416;438478;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 8;Kralingse Plas oeverzone 8;95332;438355;SCHIEL;Schieland;1;;M14;;;;;Bebouwing;STEDELIJK;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KPOZ 9;Kralingse Plas oeverzone 9;95302;438291;SCHIEL;Schieland;1;;M14;;;;;Water;OVERIG;;;Rotterdam;;;;;Rotterdam;;;Overige watergang;;1;;7;0,8;NL39_08a;Kralingse Plas;M14;
KR-09-EL3;Krimpen aan den IJssel 2009 traject 3 - elektro;102190;436353;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Watergang z-o v Vijverflat Populierenlaan;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;18;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-09-EL6;Krimpen aan den IJssel 2009 traject 6 - elektro;102080;437181;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Sportsingel;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;11,5;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-09-ZE1;Krimpen aan den IJssel 2009 traject 1 - zegen;102162;436356;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Watergang z-o v Vijverflat Populierenlaan;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;18;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-09-ZE2;Krimpen aan den IJssel 2009 traject 2 - zegen;102199;436362;KRIWA;Krimpenerwaard;3;;-;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Watergang z-o v Vijverflat Populierenlaan;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;18;1;;;;
KR-09-ZE4;Krimpen aan den IJssel 2009 traject 4 - zegen;102057;437161;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Sportsingel;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;11,5;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-09-ZE5;Krimpen aan den IJssel 2009 traject 5 - zegen;102214;437088;KRIWA;Krimpenerwaard;3;;-;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;;Krimpen aan den IJssel;;;Overige watergang;1;;;7,8;1;;;;
KR-12-EL3;Krimpen aan den IJssel 2012 traject 3 - elektro;102075;436366;KRIWA;Krimpenerwaard;3;;-;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;17,6;1;;;;
KR-12-EL6;Krimpen aan den IJssel 2012 traject 6 - elektro;102105;437145;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Sportsingel;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;11,5;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-12-ZE1;Krimpen aan den IJssel 2012 traject 1 - zegen;102199;436333;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Watergang z-o v Vijverflat Populierenlaan;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;18;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-12-ZE2;Krimpen aan den IJssel 2012 traject 2 - zegen;102254;436370;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Watergang z-o v Vijverflat Populierenlaan;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;18;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-12-ZE4;Krimpen aan den IJssel 2012 traject 4 - zegen;102060;437135;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Sportsingel;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;11,5;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-12-ZE5;Krimpen aan den IJssel 2012 traject 5 - zegen;102052;437189;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Sportsingel;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;11,5;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-15-EL2;Krimpen aan den IJssel 2015 traject 2 - elektro;102083;436359;KRIWA;Krimpenerwaard;3;;-;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;17,6;1;;;;
KR-15-EL4;Krimpen aan den IJssel 2015 traject 4 - elektro;102421;436510;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Watergang z-o v Vijverflat Populierenlaan;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;18;1;NL39_19a;Krimpen aan den IJssel;M10;
KR-15-EL6;Krimpen aan den IJssel 2015 traject 6 - elektro;102081;437216;KRIWA;Krimpenerwaard;3;;M10;;;;;Bebouwing;STEDELIJK;;;Krimpen aan den ijssel;;;;Sportsingel;Krimpen aan den IJssel;;;Hoofdwatergang;1;;;11,5;1;NL39_19a;Krimpen aan den IJssel;M10;
